,Category,Rating,Reviews,Type,Price,Content Rating,Android Ver,Update Days,Influence,Installs
2176,FAMILY,4.7,185.0,1,4.99,Everyone,4,278.0,6.767918333794338,1000.0
2177,FAMILY,4.7,2195.0,1,2.99,Everyone,2,915.0,9.241499834225285,10000.0
2178,FAMILY,3.9,1615.0,1,4.99,Everyone,4,1090.0,8.748066788792357,10000.0
2179,FAMILY,4.5,359.0,1,4.99,Everyone,2,1271.0,7.387399785264553,5000.0
2180,FAMILY,4.1,38021.0,0,0.0,Everyone,4,212.0,11.956880891353135,10000000.0
2181,FAMILY,4.4,6190.0,0,0.0,Everyone,4,1259.0,10.212294906602857,1000000.0
2182,FAMILY,3.9,6903.0,0,0.0,Everyone,2,368.0,10.200687931839076,1000000.0
2183,FAMILY,4.4,13155.0,0,0.0,Everyone,4,962.0,10.966161734398609,1000000.0
2185,FAMILY,3.6,418.0,0,0.0,Everyone,4,818.0,7.31641527798682,100000.0
2186,FAMILY,4.4,1160.0,0,0.0,Everyone,2,2083.0,8.537779825024625,100000.0
2187,FAMILY,4.1,59917.0,0,0.0,Everyone,4,187.0,12.411702523892307,5000000.0
2188,FAMILY,3.6,1042.0,0,0.0,Everyone,4,548.0,8.229831067775377,100000.0
2189,FAMILY,4.6,73.0,1,2.99,Everyone,4,258.0,5.81651574464344,1000.0
2190,FAMILY,4.3,382.0,1,2.99,Everyone,2,698.0,7.404035631306092,10000.0
2191,FAMILY,4.5,253.0,1,3.99,Everyone,4,828.0,7.037466885503794,10000.0
2206,FAMILY,4.5,4450890.0,0,0.0,Everyone 10+,4,187.0,16.81269203092136,100000000.0
2207,FAMILY,4.1,182173.0,0,0.0,Everyone,V,188.0,13.5236990377337,10000000.0
2208,FAMILY,4.5,470713.0,0,0.0,Everyone,4,184.0,14.566081242224746,50000000.0
2210,FAMILY,3.9,133117.0,0,0.0,Everyone,4,206.0,13.159960272879003,5000000.0
2212,FAMILY,4.1,47213.0,0,0.0,Everyone,4,421.0,12.17341153109057,5000000.0
2213,FAMILY,3.9,95537.0,0,0.0,Everyone,4,205.0,12.82824543912601,10000000.0
2215,FAMILY,4.2,51838.0,0,0.0,Everyone,4,439.0,12.290963275324328,5000000.0
2217,FAMILY,3.8,36028.0,0,0.0,Everyone,4,216.0,11.827052759635974,5000000.0
2221,FAMILY,3.9,44062.0,0,0.0,Everyone,4,765.0,12.05432956510811,1000000.0
2223,FAMILY,4.0,79667.0,0,0.0,Everyone,4,184.0,12.671905087457093,10000000.0
2224,FAMILY,4.0,20763.0,0,0.0,Everyone,2,334.0,11.327222196629863,5000000.0
2226,FAMILY,4.2,123322.0,0,0.0,Everyone 10+,4,375.0,13.15763862512741,10000000.0
2228,FAMILY,4.0,8126.0,0,0.0,Everyone,6,187.0,10.389118437667562,1000000.0
2230,FAMILY,4.3,50887.0,0,0.0,Everyone,4,215.0,12.295977789866802,5000000.0
2233,FAMILY,4.2,28737.0,0,0.0,Everyone,2,1094.0,11.701025295340324,1000000.0
2235,FAMILY,4.3,45579.0,0,0.0,Everyone,4,1025.0,12.185817385811394,1000000.0
2236,FAMILY,4.2,19720.0,0,0.0,Everyone,4,453.0,11.324473153445949,1000000.0
2237,FAMILY,4.6,361970.0,0,0.0,Everyone,4,185.0,14.32537291794063,5000000.0
2240,FAMILY,4.4,272321.0,0,0.0,Everyone,5,184.0,13.99634133743503,10000000.0
2241,FAMILY,4.5,2376564.0,1,6.99,Everyone 10+,V,194.0,16.185243701809632,10000000.0
2242,FAMILY,4.3,129603.0,1,2.99,Everyone 10+,2,1088.0,13.230846233480062,1000000.0
2243,MEDICAL,4.2,1135.0,1,9.0,Everyone,4,202.0,8.469472455204826,100000.0
2244,MEDICAL,4.4,578.0,1,0.99,Everyone,2,1526.0,7.841178409596593,10000.0
2245,MEDICAL,4.6,129.0,1,5.49,Everyone,4,303.0,6.385868707856721,10000.0
2246,MEDICAL,4.5,63.0,1,9.99,Everyone,2,853.0,5.647212123167807,10000.0
2247,MEDICAL,4.8,216.0,1,6.99,Everyone,V,596.0,6.94389432559801,10000.0
2248,MEDICAL,4.5,171.0,1,10.0,Everyone 10+,4,500.0,6.645740953278934,10000.0
2249,MEDICAL,3.2,45.0,1,3.99,Everyone,6,445.0,4.969813299576001,5000.0
2250,MEDICAL,4.6,717.0,1,5.99,Everyone,5,248.0,8.10113214409467,5000.0
2252,MEDICAL,4.1,1533.0,1,11.99,Mature 17+,4,1641.0,8.745968852582076,50000.0
